,titulo
4903,pesquisa comissão permanente inclusão acessibilidade imd cpia imd desenvolvendo
4904,dúvida proficiência
4906,urgente mudanças ênfase
4911,planos curso
4914,urgente formandos bti
4917,reingresso º ciclo
4922,disciplinas pes
4926,eleição daal
4928,programa estágio g trigueiro
4929,formandos ti
4931,importante procedimentos assinatura contrato estágio
4935,votação escolha representante discente
4936,demandas disciplinas bcc bticomputação
4973,pesquisa cultura empreendedora
4981,ingresso ciclo início
4984,oportunidade trabalho remoto
4985,convite huawei ict job fair feira online estágio emprego
4986,imd promove ª edição cine metrópole
4987,projeto internacional iris brasil
4991,ª oficina ideação ideias problemas reais
4992,sono
4993,vagas voluntário projeto pesquisa
4994,importante datas inscrição eleição representante discente colegiado bti
4995,seminário discute cotas étnicoraciais ufrn
4996,importante dia inscrições chapas representantes discentes
4997,atendimento psicológico online
4998,oficina ideação ideias problemas reais
5001,coordenação eleição representante discente
5003,x sbesc isenção inscrição participação escola sistemas embarcados
5004,eleição representante discente colegiado bti
5005,coordenação bti
5006,joguem joguinho ajudem pesquisa
5007,inscrições maratona programação
5008,oportunidade bolsa ti museu câmara cascudo
5009,abertas inscrições ª edição concurso campus mobile
5011,estudante experiência procura empregoestágio
5015,vi workshop npiti
5017,vaga desenvolvedor python startup surfmappers
5018,programa trainee kora saúde inscrições abertas
5019,abertura laboratório estudos
5021,imd seleciona ª turma curso gratuito tecnologias utilizadas huawei
5022,eleição coordenação bti
5023,agile talks certificado participação
5025,desafio gameedu
5026,programa caminhos imd oferece vagas cursos gratuitos ti
5027,processos seleção monitores abertos
5029,vi workshop ii simpósio pesquisa inovação tecnologia informação npiti imd
5034,vaga expert interação sup dispositivos móveis
5036,vaga estágio desenvolvimento web
5040,solicitações realização prova proficiência imd linguagem programação i
5043,solicitações prova proficiência imd introdução técnicas programação
5046,vaga estágio envio cv hoje
5047,solicitações realização prova proficiência imd fundamentos jogos digitais
5048,solicitações realização prova proficiência imd desenvolvimento sistemas web i
5049,chamada trabalhos vi workshop npiti
5050,solicitações prova proficiência imd práticas leitura escrita portugues i
5051,solicitações prova proficiência imd técnicas avançadas motores jogos digitais
5052,solicitações realização prova proficiência imd linguagem programação ii
5053,solicitações realização prova proficiência imd sistemas operacionais
5054,solicitações realização prova proficiência imd redes computadores
5055,solicitações proficiência imd prática leitura escrita português ii
5056,solicitações realização prova proficiência pensamento computacional imd
5057,solicitações realização prova proficiência imd teoria circuitos elétricos
5058,solicitações realização prova proficiência imd geometria euclidiana
5059,solicitações realização prova proficiência imd analise combinatoria
5060,solicitações realização prova proficiência imd estruturas dados básicas i
5061,solicitações realização prova proficiência imd tecnologia informação sociedade
5062,solicitações p prova proficiência imd administração serviços redes internet
5063,solicitações realização prova proficiência imd matemática elementar
5064,solicitações realização prova proficiência imd desenvolvimento sistemas web ii
5065,solicitações realização prova proficiência imd banco dados
5066,solicitações realização prova proficiência imd estruturas dados básicas ii
5067,solicitações p realização prova proficiência imd prática leitura escrita inglês
5068,solicitações realização prova proficiência imd ingles nivel basico
5069,seleção bolsista curso pedagogia presencial centro educação
5070,programa internacional bolsas estudo chevening
5071,edital seleção mestrado profissional ti imdufrn
5072,consulta unidade estudantil computação
5073,pesquisa sendo realizada laire
5075,dispensa componentes curriculares proficiência
5091,desenvolvedor python
5092,oportunidade bolsa jogos desenvolvimento web
5094,oportunidade bolsa técnico npitiimd
5097,trabalhar logique sistemas vagas
5098,processo seletivo tutores disciplina dim algoritmo programação computadores
5099,abertas inscrições tutoria ferramentas disciplinas usam deep learning
5100,processo seletivo
5101,guia estudantes retomada aulas período letivo formato remoto
5106,programa estágio fi
5108,oportunidade estágio estudantes período
5110,seleção bolsa portal disciplinas imd
5114,adiamento prazo rematrícula dia
5119,estágios unirn
5120,divulgação planos curso
5130,avaliação ensino remoto semestre
5133,empreendedorismo gorn online inscrições abertas gratuito
5134,bolsa ic
5135,eventos alunos pretendem cursar matemática elementar
5136,duvidas turmas remotas
5137,seleção monitor pensamento computacional introdução técnicas programação
5138,seleção bolsista iniciação científica
5139,seleção bolsista pibic
5141,bolsa projeto sigsaúde
5142,oportunidade bolsa ic edital
5144,oportunidade bolsa iniciação científica indicar interesse
5145,avalie semestre
5146,competição nacional sistemas embarcados etapas virtuais
5147,maratona behind the code
5148,seleção monitoria matemática elementar
5150,webinar ansiedade
5151,processo seletivo auxílio instrumental edital proaeufrn
5152,coursera
5168,resolução n bti plementares bti durante portaria n r
5169,seleção discentes petccufrn
5170,seleção discentes petciência computação ufrn
5173,vaga estágio remoto sociedade brasileira computação
5174,vaga supervisor suporte técnico
5175,plenária retorno
5178,wevond procura estagiário frontend
5181,vaga estagio desenvolvimento suporte
5182,planos curso disciplinas ofertadas semestre suplementar
5223,matrícula edb semestre suplementar
5228,edital funpec
5229,oportunidade estágio ícone energia
5230,levantamento disciplinas
5238,encontro virtual bcc coordenação bcc período
5245,processo seletivo equipe carkará
5247,live proposta ufrn
5248,women tech global conference june virtual inscrição gratuita link
5249,pesquisa desintegração transporte público região metropolitana natal
5251,imdufrn intra póscovid live alternativas retorno aulas
5252,live c prof dennys
5254,permuta turno mt nt
5255,formulário discentes atividades ensino online
5256,suspensão aulas
5269,links materiais informações covid relacionados deficiência
5270,camisas bti
5283,atendimento durante paralisação
5284,suspensão atendimento plantão psicológico imd
5289,comunicado importante aulas coronavírus
5292,permuta turno mt nt
5300,resultado processo seletivo vagas alunos graduação cecaneufrn
5301,futebol interativo lança programa jovens talentos
5302,resultado eleição representantes discentes colegiado bcc
5303,formandos ti
5304,etapa entrevista processo seletivo vagas alunos graduação cecaneufrn
5305,seleção talentos
5306,eleição representantes discentes colegiado bcc
5310,mesa redonda petcc
5313,oportunidade bolsa extensão
5315,acolhimento alunos ingressantes bti
5319,processo seletivo bolsa remunerada ti
5322,bolsa extensão pra ferramenta tableau
5325,abertas inscrições eleição representantes discentes colegiado bcc
5326,monitores voluntários proeidi projeto extensão inclusão digital idosos
5331,oportunidade voluntária portal biodiversidade chalcidoidea
5338,pedidos deferidos realização prova proficiência prática leitura inglês imd
5340,solicitações realização prova proficiência práticas leitura escrita português
5342,solicitações prova proficiência tecnologia informação sociedade imd
5343,solicitações realização prova proficiência matemática elementar imd
5346,solicitações realização prova proficiência análise combinatória imd
5347,solicitações realização prova proficiência geometria euclidiana imd
5348,abertura turma imd introdução técnicas programação
5387,aula arquitetura computadores tópicos especiais internet coisas b
5391,pagow reembolsos corporativos fintech potiguar abre vaga estágio
5392,seleção bolsistas sinfo
5396,oportunidade emprego interjato desenvolvedor full stack
5397,vaga emprego empresa desenvolvimento sistemas
5398,vaga emprego programador web mobile clt
5401,seleção estágio
5402,oportunidade emprego inovall backend
5403,oportunidade emprego inovall frontend
5404,oportunidade emprego inovall data mining
5405,fmc i
5423,btn solucoes vaga estagio
5424,atenção turmas rematrícula
5431,indeferido
5440,oportunidade participação projeto alunos
5441,vaga programador mobile
5442,preciso alguém turno noturno pra trocar igo
5443,oportunidade estágio vagas mineração dadospython frontendreact
5444,v encontro computação oeste potiguar
5445,dat personagens narrativas jogos
5446,cursos curta duração bioinformática
5448,imd tópicos especiais internet coisas b
5449,disciplina imd tópicos especiais tecnologia informação ix
5450,urgente mudança horários turmas
5451,oportunidades estágios ale combustíves
5452,conhecimentos necessários dim visão computacional
5453,seleção bolsista
5454,mudança ênfase
5456,horário secretaria durante férias
5457,levantamento demanda ponentes putação
5482,processo seletivo ppgbioinfo específico pesquisadores vinculados empresas
5488,dia horas b inovação desenvolvimento papel universidade
5490,edital reingresso º ciclo bes bcc
5492,inscrições ciclo
5493,alunos bcc btiênfase computação
5495,chamada seleção bolsista ti
5496,aplicação formulário pesquisa tese
5497,oportunidade estágio design gráfico
5499,edital residência ti inscrições
5501,workshop aprendizado máquina aplicado dados câncer
5502,ação extensão
5503,oportunidade estágio infraestrutura
5504,oportunidade estágio redes
5505,oportunidade estágio design documentação
5506,oportunidade estágio banco dados
5507,oportunidade estágio técnico informática
5508,oportunidade estágio webdesign
5510,eleição coordenação bcc
5511,evento update
5513,unity leigos
5515,sugestões minicursos daal promover
5537,evento extensão biologia sistêmica câncer bsc
5538,palestra railway digital continuity
5542,importante levantamento demanda disciplinas bes btids
5543,convite exclusivo alunas cursos tecnologia ufrn
5544,edital seleção mestrado profissional ti imdufrn
5545,sbesc ladc embedded systems competition imd
5546,divulgação filme alphago
5549,permuta horário
5552,publicado edital seleção mestrado profissional tecnologia informação
5553,processo griaule seletivo
5554,biome abre edital bolsista
5555,v workshop npiti
5559,competição ciência dados ufrn
5560,biome abre inscrições cursos curta duração bioinformática
5562,temas pesquisa professores dimap imd demandas ti setores ufrn
5570,posse gestão daal
5571,caravana
5572,resultado eleição daal
5573,programa centelha
5574,empréstimo calculadora
5575,eleição daal
5576,desenvolvedor full stack paytour
5577,processo griaule seletivo
5579,solicitação proficiência
5583,possíveis voluntários rede mundial clubes programação crianças
5650,resultado inscrições chapas eleição daal
5651,amarelo imd
5652,eleicões diretório acadêmico ada lovelace
5654,entrega diplomas concluintes bti
5655,amarelo olhar vida
5656,carregador notebook dell perdido
5658,seleção monitoria ple i ii vaga remunerada vaga voluntário
5659,pendrive encontrado sala
5660,vtex imd ufrn
5661,vaga jovem aprendiz empresa desenvolvimento
5663,participação livro digital
5664,oportunidadesedis
5666,startups globais experiência viver ambiente empreendedor inovador multicultural
5667,petcc abre seleção
5669,trabalho atendimento suporte
5671,aceleradev programa aceleração devs mulheres
5672,vaga bolsa desenvolvedor backend
5674,lançamento ciência conectada ciência forte mctic
5675,formandos
5677,workshop engenharia requisitos
5678,homologação chapa eleição coordenador vicecoordenador bes
5679,neoenergia ufrn realizam maratona resolução problemas setor energia
5680,oportunidade bolsa pesquisa cidades inteligentes
5681,eleição coordenação bes
5682,processo seletivo bolsas ic
5683,seleção bolsistas ic alunos imd
5684,solicitação becas colação grau
5686,seleção bolsistas iniciação científica
5687,startup logística merce brasil realiza evento imd
5690,formandos
5692,inscriçoes times maratona programação
5693,permuta turno noturno
5694,cade chamada voluntários
5695,mudança turno
5697,tutoriais cade
5699,disciplinas professor bruno santana
5700,enfrentamento timidez
5701,permuta turno alguem noturno queira diurno
5710,atenção disciplinas espelhadas
5713,troca turno
5714,cursar dim projeto software matriculese dim projeto detalhado software
5715,status formando formado
5717,formandos
5741,inscr bcc ciclo jun firme estarei imd esclarecimentos
5744,oportunidade trabalho python
5745,interessados rails go nodejs
5746,vaga desenvolvedor java
5748,divulgação hackfest
5749,formandos última chamada
5752,vagas estágio
5754,publicado edital reingresso ciclo bcc bes inscrições junho prazo único
5757,coding dojo natal
5759,vaga estágio tsmx serviços ti eireli
5760,º encontro potiguar jogos entretenimento educação epogames
5766,ibm maratona behind the code
5767,bolsa técnico laboratório tecnologia educacional lte
5768,vaga suporte redes
5769,seleção bolsistas projeto pesquisa
5772,cartão ru perdido
5774,oportunidade bolsas projeto pesquisa desenvolvimento jogo digital
5775,caixa trufas
5778,prova obi alunos cursando ª º ano curso graduação
5783,objeto perdido
5785,palestra ansiedade ensino superior
5786,alunos pretendem cursar especificacao verificacao programas
5789,horas complementares
5791,evento conversando ansiedade ensino superior
5792,seminars on manyvalued logic
5793,levantamento demandas turmas bcc bticc respondam maio
5820,dia inscrição cesar summer job julho ajuda custo
5823,oportunidade estágio ti ifrn
5826,pedidos mapeamento dificuldades acadêmicas estudantes graduação ufrn
5827,importante pesquisa monitoria bti alunos
5828,conversation club
5841,resultado avaliação in loco inepmec engenharia software
5842,palestras temas pesquisa professores dimap imd
5853,oportunidade freelancer
5855,horários laboratórios
5867,importante levantamento demanda disciplinas bes btids
5872,darkwaves conference
5873,vaga estágio arena dunas
5874,projeto inclusão digital idosos
5914,oportunidade estágio
5915,alunos bcc abril h
5917,btids convocação cpaproplan avaliação inepmec
5919,prova proficiência ple i
5921,oportunidade bolsas ensino programação crianças anos
5927,vagas empresa
5930,levantamento perfil alunos ingressantes
5932,proficiência imd introdução internet coisas
5935,bolsa aluno graduação experiência opencv
5936,proficiência imd tecnologia informação sociedade
5938,proficiência imd
5943,aula magna
5944,wie inclusivo mulheres inspiram mulheres
5945,femme força mulheres mobilizando exatas tecnológicas
5946,turmas professores
5964,seleção bolsa desenvolvimento software
5965,seleção bolsas monitoria ti sociedade
5966,anel encontrado n
5968,seleção bolsistas projeto pesquisa engenharia software
5969,processo seletivo equipe carkará baja sae
5971,profa márjory
5972,regularização junto sttu
5978,troca turno encontro processo seletivo ramo ieee
5979,dispensa
5981,google summer of code
5982,resultado eleição representante discente bcc
5983,chamada voluntárias projeto extensão ciências fundamental
5984,seleção monitoria disciplina pensamento computacional
5992,proficiência imd práticas leitura inglês
5995,alunos engenharia software º º ciclos
5996,eleição representantes discentes bcc ano inscrição fev
5999,faltas atribuídas ingressantes chamada
6008,seleção monitores matemática elementar
6011,confirmação vínculo
6012,troca turno curso bti
6016,oferta bolsas extensão projeto desenvolvimento jogos
6017,acolhimento bti
6020,turma análise combinatória
6021,permuta troca turno interessados
6024,resultado exame proficiência imd desenvolvimento sistemas web i
6028,processo seletivo estagiários
6029,resultado processamento rematrícula
6056,ementa disciplina imd tópicos especiais internet coisas
6059,dúvidas bolsa auxílio
6062,rematrícula itp
6063,rematrícula imd tópicos especiais informática educacional
6068,vagas empresa incubada
6069,cinufpe abre inscrições ª turma curso residência software
6070,topicos x imd
6072,oportunidade bolsa técnico
6073,solicitação becas
6075,mudança turno turma
6080,vaga estágio remunerado
6081,pedidos seleção bolsista estágio remunerado
6082,pedidos vaga técnico telecomunicações guamaré rn
6083,oferta disciplinas grade produção jogos digitais bti
6092,mudança turno
6097,datas contrato estágio
6098,disciplinas dim dim equivalentes
6101,importante queria matricular dimdim projeto detalhado software
6105,curso verão django rest framework react native
6110,optativa aprendizado baseado problema tees v
6111,oferta estágio ti activesoft
6112,desenvolvimento sistemas web ii
6116,suspensão programa posteriori
6118,resultado proficiência imd imd
6119,telefone coordenação bti
6122,haverá algum curso férias imd janeiro
6130,despedida
6135,alunos ênfase computação interessados estrutura curricular ênfase computação
6140,horário secretaria
6141,detalhamento disciplinas tópicos oferecidas
6142,bcc único curso ufrn obter cpc
6143,ingresso cursos ciclo bcc bes vagas residuias
6144,mudança turno
6146,levantamento demandas turmas bcc bticc respondam
6165,estudo tecnologias reais projeto férias
6173,proficiência imd imd
6179,lógica universal
6181,diciplinas ferias
6182,atenção formandos bti
6210,seleção bolsistas projeto pesquisa jogos digitais
6211,data limite solicitação dispensa ponente curricular
6213,disciplinas ihc imd
6220,workshop on generalized quantifiers
6221,oportunidade voluntários projetos pesquisa extensão
6222,processo seletivo ingresso cursos graduação cc es reingresso ciclo
6226,calendário defesas tcc bcc
6230,cinewie dia consciência negra
6231,vaga trabalho administrador redes sênior
6232,oportunidade freelancers data show brasil
6233,demanda disciplinas interação humanocomputador
6235,mudança turno curso
6236,mudança horário curso
6244,fmc turma férias
6259,alunos bti enfase putação
6260,cultural imd
6261,resultado proficiência imd cálculo i
6262,resultado proficiência imd
6263,semana engenharia computação mecatrônica
6264,realize intercâmbio voluntário profissional aiesec
6266,resultado proficiência imd
6267,resultado proficiência imd pli
6268,vaga trabalho desenvolvedor
6269,estágiodesenvolvimento sistemas
6271,ii seminário gepd
6272,mesa redonda assédio
6273,funcionamento secretaria bti
6274,vaga trabalho técnico comercial emvipol
6275,vaga trabalho analista suporte plm
6276,seleção bolsista gerência redes centro ciências humanas letras artes cchla
6278,mesa redonda assédio legislação consequências medidas preventivas
6279,vagas abertas desenvolvedor web projeto provas virtuais ect
6282,processo seletivo lar global aiesec
6283,aiesec proposta intercâmbio
6286,atualização dados sigaa
6287,importante levantamento demanda disciplinas bes bties
6288,oportunidade analista ti
6289,expediente secretaria bti
6290,dia suspensão semestre
6291,última chamada sbseg
6292,exibição filme
6293,bolsa suporte ti imd
6294,evento ieee day amanhã
6295,palestras temas pesquisa tcc
6302,divulgação vaga
6303,bolsas curta duração desenvolvimento jogos digitais
6306,sbseg natal lote acaba
6308,alemanha ufrn ufrn alemanha cooperações oportunidades cultura alemã
6309,contratação desenvolvimento web
6310,vaga programador sistemas
6312,evento coletivo mute mulheres unidas tecnológicas exatas
6313,estágio
6314,oportunidade emprego
6315,petição retorno quadros brancos
6319,oportunidade emprego desenvolvedor web
6320,evento franchising
6321,minicursos palestras hackathons
6322,substituição ancas vidro
6359,solicitação becas
6360,edição wie day certificado participação premiação
6361,vaga monitoria edblp
6362,workshop anos lolita
6363,orientações concluídas compartilhando lições doutorandos mestrandos
6364,palestra
6366,oportunidade estágio sinfoufrn
6378,conversation club
6379,seleção monitoria ple i ii inscrições via sigaa dia
6380,divulgação toefl
6383,uso mesas laboratórios imd
6387,palestras cs ufrn prof dr andré gradvohl
6390,atenção alunas pyladies brasil conf imd
6391,bolsas técnico dti
6396,vaga desenvolvedor rits
6397,vaga estágio webone system
6398,oportunidade bolsa iniciação tecnológica inteligência artificial
6401,seleção monitor voluntário matemática elementar
6402,comissão formatura
6404,oficina carreira planejamento vida
6405,oportunidade bolsa extensão pensamento computacional
6406,bolsa pibiti ufrn it análise dados educacionais
6408,oportunidade bolsa voluntária iniciação científica
6409,upgrade
6411,bolsa desenvolvimento ccsaufrn
6413,disciplina inovação tecnológica programa engenharia produção
6414,convite startup weekend
6416,disciplina projeto orientado microcontroladores
6417,oportunidade bolsas iniciação científica tecnológica
6418,vaga bolsista desenvolvimento escritório ideias ufrn
6419,rematricula disciplinas corequisito
6420,disciplinas eletivas
6428,suspensão programa
6431,oferta jogos
6432,solicitar teste proeficiência matéria
6445,aprenda ganhar dinheiro tecnologia
6451,dúvida matrícula itp ptp
6460,oportunidade bolsa ic combinando segurança confiabilidade redes chip
6461,dúvida ênfases bti
6466,quitação cadastro biblioteca
6470,dúvida matricula corequisito
6474,prérequisito itp
6476,certificado estudos bioinformática
6479,oferecimento optativa áudio jogos digitais t dim
6480,excedendo limite ponentes curriculares estrutura curricular
6482,disciplinas ênfase jogos digitais
6484,alunos curso bti esclarecimento oferta turmas bcc
6485,lembrete matrícula
6486,projeto extensão clube leitura divulgação científica ect
6489,reunião importante terça alunos ênfase computação interessados disciplinas ênfase
6493,vaga estágio
6494,oportunidade vaga desenvolvedor fullstack
6495,oportunidade vaga analista desenvolvedornet
6500,vaga analista sistemas
6501,vaga estágio desenvolvedor web
6506,urgente levantamento demandas turmas bcc bticc respondam
6545,disciplinas professor bruno santana
6551,aplicativo sime integrado monitoria educacional
6555,avalie grade disciplinas bti
6556,avalie grade disciplinas bti
6557,formação times inscrições maratona programação
6558,mudança enfase permuta turno
6560,palestra mpes atividade autônoma
6561,amanhã pet ciência computação cientec
6563,vagas residuais ciclo bccbes abertas julho on firstserved basis
6564,email institucional diretório acadêmico
6566,concurso apps banco central brasil
6567,oportunidade bolsa técnico
6568,processo seletivo mestrado profissional engenharia software mpes
6569,urgente atividades complementares
6578,instituto magic duo
6579,abertas inscrições voluntários csbc
6580,footalk copa mundo tecnologias futebol
6581,hoje junho prazo inscrição ciclo formandos bti bcc bes
6582,tomadas
6595,ppgsw oferece palestras processo seletivo mestrado profissional engenharia sof
6596,curso extensão mecânica quântica mínimo teórico
6599,seminário computação quântica informação quântica
6600,funcionamento secretaria bti
6601,processo seletivo trainee negóciosdesenvolvimento griaule
6602,lançado edital reingresso ciclo bcc bes inscrições junho
6603,convite solenidade posse diretório acadêmico bti
6605,mestre ciência tecnologia inovação
6606,ingressantes
6611,eleições diretório acadêmico bti
6612,google oferece treinamento gratuito natalrn
6613,chapa integrati
6615,prazo suspensão programa
6618,importante levantamento demanda disciplinas bes bties
6623,cinewie apresenta hidden figures estrelas
6624,resultados maratona programação icpc acm beijing china
6627,duvida solicitar matérias grade curso
6631,processo seletivo monitoria voluntária
6632,eleição diretório acadêmico adalovelace daal
6633,engenheiro netflix
6634,oportunidade trabalho inova
6635,vagas iniciação científica voluntária
6636,processo seletivo monitoria voluntária pensamento computacional
6637,oportunidade trabalho dial natal
6638,acompanhando time ufrn maratona programação beijing madrugada
6640,queremos ouvir
6653,camisas curso
6663,vaga desenvolvedor mobile android eou ios emprego
6664,programa miniempresa jarn ufrn
6666,horários monitoria matemática elementar
6668,seminários abertos propostas trabalho conclusão bcc sextas março abril
6672,funcionamento secretaria bti
6673,we apresenta campus party alunos ufrn auditório nupep
6674,vaga estágio desenvolvimento
6675,funcionamento secretaria
6676,dia trancamento matrícula
6682,tutoria oferecida pet ciência computação
6683,seleção monitoria disciplinas jogos
6684,assembleiageral fundação diretório acadêmico btiimd
6686,inscrição provas proficiência
6690,vaga monitoria remunerada matemática elementar
6691,bolsa projeto sigsaúde
6692,comissão próda bti link apreciação estatuto construído
6694,ª reunião comissão pró bti
6699,bolsa ic instituto
6701,abertura vagas matrícula extraordinária
6724,resultado oficial seleção voluntários projeto inclusão digital idosos
6727,eleições representante discente bcc abertas hoje março h escolha chapa
6728,ª reunião comissão próda
6732,resultado proficiência ple
6733,palestra computer society ufrn conheça oportunidades
6734,oportunidade projeto extensão inclusão digital idosos
6738,vaga estágio gynga energia
6739,solicitação dispensa disciplina
6744,avaliação curso engenharia software prorrogada
6745,resultado proficiência pensamento computacional
6746,resultado proficiência imd matemática elementar
6749,resultado proficiência análise combinatória
6750,vaga trabalho belt sistemas
6751,oportunidade alunos curso engenharia putação web design
6752,resultado proficiência geometria euclidiana
6754,retificação importante elegibilidade alunos bti edital representantes bcc
6755,mulheres ti março imd civt
6756,resultado proficiência ti sociedade
6757,divulgando evento maratona programação
6758,computer society ieee ufrn promove palestra petições programação
6759,remoção disciplinas período rematrícula
6760,femme força mulheres mobilizando exatas tecnológicas
6761,resultado proficiência pli
6764,oportunidade bolsas monitoria itpptp edblp
6772,ementa tópicos especiais tecnologia informação
6776,bolsas projeto extensão ensino programação crianças
6778,boas vindas ida dimap alunos bcc extensivo veteranos bti ª h
6781,vaga desenvolvedor front end
6782,cronograma criação diretório acadêmico
6786,horários psicológico plantão pedagógico
6787,validação vínculo ingressante
6788,mesa redonda pet alunos ingressantes bti março h b
6791,correção fev mesa redonda pet alunos ingressantes bti fev
6793,datas provas proficiência
6794,oportunidade bolsa monitoria matemática elementar
6797,mesa redonda petcc
6798,programação semana integracao bti
6805,comprovante matrícula
6808,aproveitamento disciplinas
6824,aviso ingressantes ª chamada sisu
6825,processamento rematrícula
6832,treino habilidades cognitivas treinamento al
6834,open data day março
6840,horário funcionamento secretaria bti
6841,atenção dispensa disciplinas
6847,avaliação curso engenharia software
6848,dispensa disciplinas
6849,grupos bti noturno fins acadêmicos
6850,seleção monitores língua inglesa língua portuguesa
6851,informações datas importantes alunos ingressantes
6854,retirada disciplinas matrícula extraordinária
6858,dia rematrícula
6880,vaga estágio mrh gestão pessoas
6881,provas proficiência informação importante
6882,centro diretório acadêmico
6884,eleição representantes discentes bcc ano inscrição março
6885,projeto giga metrópole abre inscrição bolsista
6886,disciplinas equivalentes rpmti
6893,vaga estágio arena dunas
6895,turmas fmc
6901,vote ajude alunos eng computação seguirem petição mundial sist embarcados
6904,estágio portal educacional clickideia
6905,dia matrícula
6908,ementas ponentes tópicos especiais dimap
6915,ementa imd tópicos especiais sistemas embarcados g
6916,correquisito imd imd
6919,ênfase jogos digitais
6926,reabertura disciplinas banco dados dim dim
6927,desenvolvimento dispositivos móveis
6929,informação importante disciplinas web iii
6935,informação importante disciplina banco dados dim
6939,oferta turma tópicos processamento linguagem natural
6944,funcionamento coordenação período matrícula
6952,turma dim treinamento competicoes programacao i
6953,turma dim treinamento competicoes programacao
6963,dúvida matrícula online
6978,linguagem programação premiada pesquisa tiobe
6979,atenção prazos importantes
6980,calendário
6985,falha solicitação suspensão posteriori
6988,secretaria bti horário funcionamento reduzido
6989,bolsas cursos curta duração biome
6990,disciplinas ihc
6991,cursos curta duração bioinformática
6992,suspensão programa posteriori
6993,flexibilização matérias
6995,palestra cidades inteligentes h
6996,funcionamento secretaria bti
6997,última chance plementar reingresso ciclo
6998,resultado eleição coordenação vicecoordenação bcc
6999,palestra deep learning h
7000,homologação chapa única coordenação bcc
7001,edital coordenação bcc divulgação
7002,dispensa ponentes curriculares semestre
7003,workshop núcleo integrador pesquisa inovação engenharia software imdufrn
7004,atendimentos psicológico
7005,palestras lasic
7008,oportunidade bolsa iniciação tecnológica
7009,vaga estágio emprego construtor digital
7010,formandos
7011,cs soluções corporativas contrata alunos ti
7014,lançado edital reingresso ciclo bcc bes
7015,congresso empreendedorismo universitário
7016,vaga programador bolsa técnico assessoria técnica ccsa
7017,ii cinewie women in engineeringmulheres engenharia
7018,acompanhando equipe ufrn nacional maratona programação
7021,mudança ênfase
7022,vaga técnico ti
7023,vagas suporte ti delphi sistemas
7024,oferta componentes componentes ofertados demanda
7048,palestra gratuita desafios computação forense elucidação crimes cibernéticos
7049,curso bioinformática básica
7052,oportunidade freelancer
7053,segurança ações segurança informação promovidas sinfo unidade
7055,i hackathon ufrn
7056,epogames inscrições abertas
7057,psicológico
7058,bolsa carga horária
7062,iv workshop cidades inteligentes
7063,importante atenção formandos integralização plementar
7064,oferta componentes levantamento demanda turmas bcc bticc
7096,vaga bolsa iniciação cientifica
7097,dcaufrn criação centro acadêmico
7099,oferta componentes levantamento demanda organização arquitetura computadores
7120,dia suspensão semestre
7121,últimos dias desconto epoca
7122,processo seletivo mestrado bioinformática
7123,xiii workshop visão computacional
7124,importante levantamento demanda disciplinas bes bties
7127,curso preparatório certificação linux lpic
7131,edital préincubação aberto inova metrópole
7132,cancelamento aulas imd imd dia
7133,amanhã oficina colocando ideia papel
7137,i cinewie women in engineeringmulheres engenharia
7139,setor pedagógico imd oferece oficina gestão
7147,estágio oportunidade sgs soluções
7149,vagas sidia
7150,estágio vaga estágio jucern
7151,bolsa técnico gerência redes ccet
7152,bolsas ic game design design programação games
7153,palestra sidia centro pd samsung ufrn
7155,oportunidade estágio studio gepetta
7156,processo seletivo estágio sinfoufrn
7157,funcionamento secretaria bti
7158,atenção interdição laboratórios estudo dia
7160,pendrive lab
7162,coordenação bes
7163,oportunidade residencia ti aplicada jurídica órgãos controle
7164,atenção concluintes
7165,formandos
7168,dia trancamento matrícula
7174,projeto smart metropolis abre vagas bolsas pesquisa desenvolvimento
7175,bolsa ic voluntário
7176,proae realiza campanha prevenção suicídio
7177,vaga estágio portal clickideia
7180,seleção voluntário projeto inclusão digital idosos
7184,vaga estágio jucern
7185,estágio suporte técnico ti
7187,palestra visão pesquisas g
7188,vaga estágio inovall tecnologia
7189,vagas gratuítas minicursos acessibilidade
7191,ementa tópicos especiais arduíno
7203,first ieee summer school on smart cities
7207,django girls natal
7208,parceria verde soluções
7209,defesa mestrado programa posgraduacao sistemas computacao
7211,dúvida ch optativa
7215,equivalência imd dim
7218,seleção bolsistas petcc ufrn
7219,hackathon comunicação alternativa
7221,atenção prazo solicitação dispensa
7222,prazo suspensão programa
7223,matrículas
7232,oferta disciplinas ênfase produção jogos digitais bti
7238,estágio voluntário diretoria ti imd
7240,bolsa alimentação
7247,maratona inscrever julho facebook treinamentos coletivos
7253,tópicos especiais redes computadores c administração infra estrutura nuvem
7254,imd tecnologia informação saúde t
7257,proficiência web i
7261,tópicos espeiciais informática educacional c learning analytics putacional dados
7263,abertura ponentes curriculares optativos
7269,turno ênfases
7274,tópicos especiais ementas programas
7275,disciplinas ihc
7276,funcionamento secretaria bti férias
7277,funcionamento secretaria bti
7278,oportunidade estágio desenvolvimento aprimoramento aplicativo
7280,funcionamento secretaria
7281,demo day disciplina fundamentos jogos digitais
7282,palestra inovação transformação digital bemvindo futuro
7283,resultado proficiência itpptp
7290,fone ouvido perdido
7291,inscrições edital complementar reingresso ciclo
7292,demandas ponentes semestre bcc bticc
7327,urgente demanda grafos cálculo numérico lógica fmciii
7350,atenção concluintes
